siblings,height07,height16,height33,gwage33,momed,daded,Ht16Noisy
9,40.98423,,66.141731,2.9166667,10.5,10.5,
,47.992119,,66.141731,5.8064518,9.5,9.5,
5,47.992119,,70.078743,4.4444447,9.5,9.5,
7,44.015713,61.417301,64.566933,7.6363635,9.5,9.5,56.661942
4,47.992119,67.3228,71.259842,4.9189191,,11.5,71.401093
3,49.999981,66.535416,66.535431,6.2857141,9.5,9.5,67.044212
5,49.015743,68.110222,68.897636,21.621622,11.5,9.5,63.722248
6,,69.68502,72.047241,5,,,73.260292
5,47.007847,70.078728,71.653542,11.857142,15,15,74.644958
6,47.007847,65.747993,67.716537,5.6666665,9.5,10.5,64.492599
6,47.007847,66.929123,68.503937,5.8461537,9.5,9.5,69.864098
4,47.992119,66.141708,69.685036,4,12.5,12.5,67.335808
4,47.992119,70.472443,72.440948,4.6363635,9.5,9.5,72.207222
4,49.999981,67.3228,69.291336,14.189189,12.5,10.5,71.93087
3,50.984219,71.259819,72.834648,14.594595,9.5,9.5,66.844994
11,47.007847,67.3228,70.472443,4.8417392,9.5,9.5,67.701828
8,,,70.078743,5.652174,9.5,8.5,
5,49.015743,69.68502,70.078743,4,10.5,9.5,66.137299
3,45.984222,66.141708,70.078743,5.3488374,11.5,10.5,66.134613
7,,68.897636,69.291336,4.2800002,10.5,11.5,67.476265
3,49.015743,64.173195,69.685036,6.6666665,10.5,10.5,67.952965
5,49.015743,66.535416,68.897636,4.4897957,10.5,10.5,71.003563
11,44.999985,,66.929131,4.1282053,9.5,9.5,
,,66.535416,70.472443,5.5135136,15,11.5,66.706718
4,50.984219,66.141708,70.078743,3.5897436,9.5,9.5,65.562958
9,49.015743,,72.440948,4.4000001,,,
6,47.992119,66.535416,69.685036,5.3684211,9.5,12.5,68.687309
6,49.999981,69.68502,70.866142,7.1794872,9.5,9.5,69.569664
3,47.992119,68.110222,68.897636,9.1428576,9.5,11.5,63.691723
3,47.992119,64.173195,68.503937,10.56,11.5,11.5,63.370388
5,,,72.834648,4,10.5,10.5,
4,49.999981,70.866112,73.228348,9.405405,11.5,11.5,66.86377
4,49.999981,69.68502,70.472443,4.5714288,,,74.308517
,,,73.228348,10.848001,,,
6,44.999985,68.110222,68.110237,6.2162161,9.5,9.5,66.515457
4,49.015743,67.716507,69.291336,8.3058825,,,70.045753
5,,62.598392,64.173225,3.875,10.5,10.5,65.733765
3,49.015743,68.503929,73.622047,3.8333333,10.5,9.5,69.360786
4,44.999985,62.20472,65.354332,5.875,9.5,9.5,60.39727
2,49.999981,68.897636,69.685036,15.350667,11.5,12.5,69.592148
4,,,64.960632,3.5,,,
3,47.992119,66.141708,68.110237,7.8947368,11.5,11.5,67.502502
4,44.094482,61.811012,66.141731,3.7692308,10.5,9.5,62.699146
,,68.110222,70.078743,10.833333,,,64.687622
4,47.007847,,66.141731,5.111351,,,
4,47.007847,64.960617,65.748032,5.1282053,,9.5,60.19014
3,49.999981,,74.015747,3.5576923,,,
3,50.984219,69.291313,70.866142,16.27907,12.5,19,64.568733
2,49.015743,66.141708,69.291336,4.4615383,9.5,9.5,68.469589
14,45.984222,,68.503937,3.375,,,
5,49.015743,,67.716537,4.2307692,,,
3,47.992119,68.897636,72.047241,5.9459457,,,70.434311
5,,,67.716537,7.5,,,
8,,71.259819,72.047241,3.9682539,10.5,10.5,67.101654
6,47.992119,64.566902,66.141731,3.1025641,9.5,9.5,64.520332
6,,66.929123,68.110237,7,9.5,9.5,62.201424
3,,,74.015747,6.7948718,10.5,9.5,
3,44.999985,62.598392,64.960632,12.5,10.5,9.5,61.776512
5,49.015743,,70.472443,4.3200002,9.5,9.5,
3,,,74.409447,8.1132078,,,
3,49.999981,,70.866142,8.333333,,,
3,49.015743,68.503929,69.685036,8.727273,10.5,9.5,71.566566
4,50.984219,67.3228,72.834648,5.1025643,9.5,9.5,69.021194
4,47.007847,64.173195,68.110237,6.1139998,9.5,9.5,67.06443
3,,64.566902,65.748032,2.75,9.5,6,60.106163
2,,,70.866142,10.857142,9.5,9.5,
2,50.984219,,68.897636,4,,,
5,44.999985,65.354324,65.748032,7.1111112,9.5,9.5,68.045288
3,49.999981,68.503929,71.259842,7.1428571,9.5,9.5,63.641304
4,49.015743,67.3228,69.291336,7.2222223,9.5,9.5,64.607269
2,47.992119,69.68502,72.440948,11.891891,9.5,9.5,68.083687
3,45.984222,,67.322838,5.4285712,9.5,10.5,
6,,73.62204,75.196854,9.333333,12.5,15,69.049011
5,49.015743,66.929123,68.897636,8.2610531,10.5,9.5,62.908813
4,47.007847,,66.929131,5.8139534,10.5,10.5,
,,,68.897636,3.4166667,,,
,44.015713,,68.897636,4.1794872,9.5,9.5,
4,49.015743,69.291313,72.047241,7.2972975,9.5,8.5,64.448318
4,49.015743,66.141708,67.716537,6.8421054,9.5,9.5,70.730438
,49.015743,66.929123,70.866142,7.6923075,,,70.566353
3,47.992119,67.716507,68.503937,3.5326087,10.5,10.5,64.47641
5,,,70.472443,10.897436,10.5,9.5,
3,49.015743,66.929123,68.503937,10.131707,9.5,9.5,69.418037
2,49.999981,62.20472,68.110237,9,10.5,11.5,62.611694
,49.015743,67.716507,69.685036,8.333333,9.5,9.5,72.272041
5,47.007847,,68.503937,6,9.5,9.5,
3,47.992119,,68.897636,11.282051,,,
,47.992119,,67.322838,7.2727275,10.5,9.5,
3,49.015743,64.566902,70.078743,4.7435899,9.5,9.5,64.429909
3,49.999981,69.68502,70.866142,4.4444447,9.5,9.5,69.863914
3,47.992119,67.3228,68.110237,11.111111,9.5,9.5,63.105362
,49.999981,68.897636,70.078743,5.4545455,9.5,9.5,73.393845
3,,,65.354332,8.8421049,10.5,9.5,
3,49.015743,68.897636,70.078743,8.4210529,12.5,10.5,64.144722
3,52.007839,,73.622047,12,,,
3,49.015743,,73.228348,7.2307692,,,
6,,,70.866142,9.1836739,12.5,9.5,
,42.992088,,72.834648,8.1632433,11.5,11.5,
,52.007839,73.62204,77.559052,20,11.5,15,73.860008
3,49.015743,68.897636,71.653542,8.1999998,9.5,9.5,67.894676
3,47.007847,65.354324,68.503937,11.111111,,,62.583542
4,49.015743,68.897636,73.228348,10.526316,9.5,8.5,69.843979
,52.992115,72.44091,72.440948,6.6666665,9.5,9.5,77.383614
4,47.992119,,70.078743,6.8421054,,,
,52.992115,,72.047241,7.1794872,,,
4,47.992119,71.259819,72.834648,13.5,11.5,13.5,75.881805
,44.015713,60.23621,66.141731,7.2413793,,,58.106487
4,47.007847,66.535416,66.929131,4.7826085,9.5,10.5,63.142612
4,47.007847,,66.141731,8.1081085,,,
7,,,64.960632,4.98,,,
2,40.98423,59.448792,64.173225,6.4250002,9.5,9.5,54.605965
4,50.984219,,70.078743,11.2,,,
3,49.999981,67.716507,73.228348,6.4473686,,,66.77356
2,49.999981,66.141708,71.653542,4.2666669,9.5,9.5,61.566448
3,44.999985,,64.960632,5.1048651,9.5,9.5,
5,49.015743,68.503929,72.834648,9.7297297,11.5,9.5,69.078651
2,50.984219,,70.078743,16.864864,,,
3,45.984222,64.566902,65.354332,5.3333335,11.5,11.5,62.186207
5,47.992119,69.291313,72.047241,3.6170213,9.5,9.5,69.219322
4,47.992119,66.535416,68.110237,8.1081085,11.5,13.5,64.795944
3,45.984222,,69.291336,12.266666,10.5,10.5,
3,47.992119,65.354324,69.685036,8.2800007,11.5,11.5,68.13855
3,45.984222,64.566902,65.354332,4.5454545,10.5,10.5,63.567497
4,49.015743,72.047241,74.409447,8.2222223,10.5,10.5,75.068115
3,47.007847,,70.078743,5.3189192,,,
4,49.015743,,70.866142,9.8378382,,,
2,,70.472443,71.259842,16.5,10.5,11.5,72.244057
4,47.992119,67.716507,67.716537,5.1428571,15,9.5,62.815208
3,47.007847,,72.440948,10.666667,,,
7,49.015743,67.716507,73.228348,5.1282053,9.5,9.5,64.704437
6,44.999985,,66.535431,5.1794872,9.5,9.5,
,44.999985,,65.748032,3.0769231,,,
3,50.984219,68.897636,69.291336,10.4,9.5,13.5,73.210213
,50.984219,67.716507,69.291336,9.7297297,9.5,10.5,63.695786
5,,,63.779526,4.3076925,,,
,42.992088,70.078728,72.440948,7.6363635,10.5,10.5,72.074417
,49.015743,65.747993,66.535431,7.8000002,11.5,13.5,61.202206
4,49.015743,66.929123,67.716537,8.0555553,10.5,10.5,68.112366
3,,,66.141731,6.9047618,,,
5,47.007847,66.141708,68.110237,6.6271186,,,65.234612
3,49.999981,70.078728,74.015747,20,9.5,,65.667976
4,49.999981,70.078728,70.866142,10.374,,,70.207649
5,47.007847,65.747993,66.929131,5.818182,9.5,10.5,65.53566
3,49.015743,67.3228,69.291336,14.054054,10.5,10.5,69.206711
4,49.999981,70.866112,74.015747,6,11.5,10.5,66.344421
4,50.984219,72.44091,72.834648,65.14286,9.5,9.5,69.68148
3,50.984219,70.472443,70.866142,6.2790699,11.5,9.5,75.355545
5,,64.960617,65.354332,7.8947368,12.5,9.5,65.570656
6,44.999985,62.992104,66.929131,5.9523811,10.5,10.5,66.045151
4,47.007847,,66.929131,6.1538463,9.5,9.5,
,,64.960617,68.503937,2.5,9.5,9.5,68.747932
3,52.007839,73.62204,74.409447,42.162163,13.5,10.5,76.246956
5,49.999981,71.259819,73.622047,4,15,9.5,74.062561
3,47.992119,66.535416,67.322838,3.025641,11.5,9.5,66.350471
4,49.999981,68.897636,72.440948,10.347907,11.5,11.5,64.277008
4,50.984219,69.68502,71.259842,5.8974357,10.5,9.5,70.851555
5,50.984219,67.3228,72.440948,6,9.5,8.5,64.564743
3,47.992119,,69.685036,6.7199998,,,
3,47.992119,69.291313,72.047241,15,11.5,11.5,67.027573
4,47.992119,64.173195,66.535431,4.7368422,9.5,9.5,64.030281
2,,67.716507,68.110237,5.7692308,10.5,11.5,68.557297
6,49.999981,67.716507,69.291336,7.5,10.5,13.5,68.432472
3,49.015743,70.866112,73.622047,7.1428571,10.5,9.5,67.778183
4,47.992119,68.110222,69.291336,5.75,9.5,9.5,65.486046
5,,65.747993,67.322838,4.9250002,10.5,11.5,62.278156
,44.999985,61.811012,72.047241,6.4864864,10.5,9.5,61.437737
4,,,70.078743,4.810811,10.5,10.5,
,49.015743,,70.472443,8.8000002,,,
3,47.007847,62.992104,69.291336,9.1428576,9.5,9.5,58.803722
5,44.999985,65.354324,68.503937,4.8936172,9.5,9.5,67.009689
4,49.015743,67.3228,67.322838,11.84,,,69.405312
,,70.866112,70.866142,6.0714288,,,66.185555
2,49.999981,69.291313,71.653542,11.25,9.5,9.5,69.385109
4,47.992119,66.141708,67.716537,13.333333,10.5,10.5,68.803497
6,47.992119,68.110222,69.291336,6.7567568,9.5,9.5,67.404045
3,44.999985,64.173195,66.141731,5.1282053,9.5,9.5,68.209976
3,52.007839,70.078728,72.047241,6.8029094,11.5,9.5,73.87973
8,49.015743,70.078728,70.866142,4.4444447,13.5,11.5,66.534149
5,44.015713,,66.535431,4.3421054,,,
,49.015743,65.354324,70.078743,4.75,10.5,9.5,61.938854
4,47.007847,65.354324,67.716537,6.3076925,9.5,9.5,69.379143
3,47.007847,,68.110237,6.7272725,,,
5,49.999981,67.716507,68.897636,5.5897436,9.5,9.5,65.369392
4,47.007847,64.173195,68.897636,5.1111112,10.5,9.5,59.318039
7,44.999985,,68.897636,7.1999998,,,
5,47.992119,65.747993,68.503937,4.4102564,9.5,9.5,66.734871
4,,,72.047241,6.6181817,,,
5,44.015713,62.20472,64.960632,6.6486487,10.5,10.5,59.966888
5,44.999985,60.629921,68.110237,7.4615383,10.5,10.5,59.303288
8,47.007847,63.385815,70.078743,5.681818,9.5,9.5,62.980675
2,45.984222,66.535416,66.929131,2.7272727,9.5,8.5,66.335106
3,49.999981,,68.897636,10.705882,,,
3,49.999981,70.866112,72.440948,8.1599998,9.5,9.5,68.767593
4,,,71.653542,8.7567568,15,17,
11,49.015743,70.472443,74.803146,5.0476189,9.5,9.5,66.130859
3,52.755875,72.44091,75.196854,15.36,10.5,10.5,68.095184
3,49.999981,68.110222,69.685036,9,11.5,9.5,70.307137
4,,71.653534,72.440948,5.9210525,9.5,10.5,67.284828
4,44.999985,63.385815,64.960632,5.75,9.5,9.5,59.81863
3,44.015713,60.629921,63.385826,8.9189186,10.5,9.5,62.041035
,49.999981,68.110222,69.685036,8.521739,9.5,9.5,72.407463
4,44.999985,63.385815,65.354332,5.875,8.5,9.5,63.891376
2,47.992119,66.929123,70.472443,5.090909,9.5,9.5,66.768867
,44.999985,66.141708,70.078743,6.9210525,9.5,9.5,62.882526
9,,65.747993,68.897636,6.5384617,9.5,9.5,62.240871
,,66.929123,69.685036,3.2564104,,,67.948357
3,49.015743,70.078728,72.047241,9,10.5,9.5,66.424332
4,47.992119,69.291313,72.047241,6.2162161,9.5,9.5,71.626572
4,47.007847,65.354324,67.716537,5.5555553,10.5,10.5,63.702301
4,49.999981,,72.834648,15,,,
4,39.999992,68.503929,71.259842,4.5833335,9.5,9.5,71.286736
3,49.999981,70.866112,72.440948,9.594595,9.5,9.5,74.660423
4,47.007847,,67.322838,6.0869565,,,
3,,,66.141731,3.4000001,10.5,9.5,
4,49.999981,70.866112,72.047241,7.8947368,9.5,9.5,67.333534
3,49.015743,71.653534,72.834648,7.5555553,,,74.767845
3,49.999981,72.047241,72.834648,5.5005407,11.5,10.5,71.297363
4,45.984222,,66.929131,10.571428,9.5,9.5,
2,52.007839,72.047241,75.196854,10.666667,9.5,,71.475868
3,49.015743,68.110222,69.685036,10,9.5,11.5,65.658188
4,47.992119,64.566902,65.748032,5.3000002,9.5,9.5,64.841255
4,47.992119,,73.228348,8.8888893,,,
3,47.992119,68.897636,71.259842,4.8205128,10.5,10.5,73.082054
4,49.999981,66.535416,68.503937,8.8571424,10.5,9.5,62.807072
4,49.015743,70.078728,70.472443,6.9047618,9.5,9.5,66.493736
4,52.992115,68.110222,71.653542,7.4489794,10.5,11.5,72.89415
4,,62.992104,66.141731,6.7105265,,,62.677769
3,49.015743,69.291313,70.472443,6.8000002,9.5,9.5,67.538002
,47.992119,67.716507,68.503937,4.1666665,10.5,9.5,64.149513
6,45.984222,65.747993,68.110237,7.4331431,11.5,11.5,62.855225
3,49.015743,64.960617,66.141731,7.5,11.5,10.5,61.296093
3,47.007847,64.173195,70.866142,5.5999999,15,12.5,62.322365
,50.984219,,68.897636,11.538462,,,
4,49.015743,,69.291336,9.9804878,,,
,47.992119,,68.110237,6.5595236,,,
,47.992119,68.503929,70.078743,10.222222,11.5,11.5,70.03875
6,45.984222,66.929123,68.503937,8.4290915,9.5,9.5,64.416115
7,49.015743,,74.015747,5.1020408,10.5,9.5,
4,,65.354324,72.047241,5.1282053,9.5,9.5,67.934921
2,45.984222,66.929123,68.110237,5.6410255,9.5,9.5,71.646393
3,,,68.110237,4.7249999,,,
5,,,68.503937,5.2894735,10.5,9.5,
3,,66.535416,69.685036,16.444445,11.5,13.5,63.091534
7,47.007847,66.535416,69.685036,9.7222223,,,67.292923
4,49.015743,68.503929,70.866142,7.6363635,11.5,9.5,67.069084
,50.984219,71.259819,72.440948,8.8887272,9.5,13.5,73.191139
6,47.007847,64.960617,64.960632,6.2162161,9.5,9.5,60.676937
5,45.984222,66.141708,72.440948,11.027027,17,13.5,65.395622
5,44.999985,64.173195,67.322838,6.75,10.5,10.5,60.578026
3,47.007847,66.141708,69.291336,5.5555553,,,69.824913
3,52.007839,72.44091,74.409447,10.666667,9.5,9.5,69.478897
9,47.007847,68.897636,70.866142,5.5555553,11.5,11.5,64.365761
6,49.015743,,68.897636,8.333333,10.5,9.5,
,44.999985,64.173195,68.110237,5.2800002,,,61.342487
3,49.015743,,69.685036,3.3333333,,,
4,49.015743,,71.259842,4.8000002,,,
3,47.992119,68.897636,72.440948,8.9285717,9.5,10.5,72.770966
4,47.992119,,68.110237,2.6040001,,,
3,45.984222,58.661407,68.897636,8.3783779,9.5,9.5,62.413853
2,49.999981,68.897636,72.834648,5.2564101,9.5,9.5,70.657822
4,47.992119,70.866112,70.866142,5.4545455,9.5,,69.087151
2,49.999981,,74.803146,8.5526314,,,
8,49.015743,68.897636,73.622047,6.8172975,10.5,10.5,71.635857
5,49.015743,67.3228,70.078743,7.5,9.5,9.5,69.824783
,47.007847,,72.440948,5.6756759,,,
4,,,72.047241,6.0320001,,,
6,44.015713,58.661407,68.897636,3.9189188,,,56.139908
4,50.984219,66.535416,68.897636,7.6666665,9.5,9.5,66.829399
2,,62.992104,70.078743,7.7777777,11.5,,66.852058
6,50.984219,,74.015747,3.625,,,
,49.015743,71.653534,72.047241,6.1351352,9.5,9.5,74.695358
,,67.716507,68.897636,6.3157897,,,68.681221
6,,68.503929,70.866142,4.5,9.5,9.5,70.500175
9,42.992088,64.566902,68.110237,7.8378377,,,63.373997
,47.992119,64.960617,67.322838,8.1500006,9.5,11.5,64.774178
4,44.999985,,69.685036,8.9285717,9.5,9.5,
5,52.992115,70.866112,73.622047,6.4102564,10.5,10.5,71.430458
4,44.999985,62.20472,70.078743,7.3684211,10.5,9.5,60.332771
4,49.015743,67.3228,69.291336,7.0454545,,,70.725853
,45.984222,65.747993,67.322838,7.5,11.5,9.5,63.873524
5,49.015743,70.078728,71.653542,4.4444447,,,74.970268
5,49.015743,66.929123,68.503937,5.8333335,9.5,9.5,66.512733
3,47.007847,66.141708,66.929131,5.2740002,9.5,9.5,66.326271
,,62.992104,64.960632,5.7297297,,9.5,60.175255
3,47.992119,67.3228,71.653542,6.25,9.5,10.5,68.770226
4,47.007847,,69.291336,4.5454545,,,
4,49.015743,70.866112,71.259842,12.5,10.5,9.5,68.331902
6,45.984222,,70.078743,6.0416665,,,
,49.999981,62.992104,69.291336,11.019428,19,17,65.521408
12,,,68.110237,2.7368422,,,
6,47.992119,,72.047241,10.105263,11.5,10.5,
6,42.992088,64.173195,65.354332,3.625,9.5,9.5,65.942291
4,45.984222,65.354324,66.929131,5.1351352,9.5,8.5,69.075455
4,49.015743,67.3228,72.047241,7.1664,10.5,9.5,69.803276
4,47.007847,,63.779526,2.9605262,10.5,9.5,
4,49.999981,69.291313,72.047241,65.789474,9.5,9.5,70.231598
6,45.984222,62.598392,68.897636,5.909091,11.5,,63.921711
2,,65.354324,68.503937,12,9.5,9.5,67.13726
2,49.999981,70.866112,71.653542,5.6999998,9.5,9.5,74.027336
5,44.015713,63.385815,67.716537,7.6190476,9.5,9.5,65.479782
3,45.984222,62.20472,68.110237,6.818182,10.5,12.5,62.173313
6,49.999981,,74.015747,7.6799998,,,
7,49.999981,68.897636,68.897636,9.3999996,11.5,11.5,64.563705
3,49.999981,67.3228,69.685036,5.7567568,9.5,9.5,67.136444
,,65.747993,68.503937,5.0769229,9.5,9.5,66.008743
3,52.992115,74.015717,76.771652,10.285714,,,71.442421
3,49.999981,70.078728,71.653542,10.534055,9.5,9.5,67.534821
4,47.992119,67.716507,70.866142,83.545944,9.5,9.5,65.116135
4,,64.566902,68.897636,6.0512819,,,60.301529
4,47.992119,,67.716537,6.6206899,10.5,9.5,
3,47.992119,69.291313,70.078743,4.7619047,9.5,9.5,69.735352
5,47.992119,62.598392,69.291336,7.2105265,9.5,11.5,66.36924
7,44.999985,62.20472,64.173225,4.1379309,9.5,9.5,59.468853
5,47.992119,67.716507,72.047241,4.2666669,10.5,8.5,68.184135
10,,63.779522,68.110237,8,10.5,10.5,64.254555
3,,66.141708,71.653542,12.72,11.5,9.5,68.17971
,49.015743,,71.653542,3.5476191,,,
3,49.015743,68.897636,71.259842,15.833333,11.5,9.5,68.622757
4,49.015743,70.078728,71.259842,5.6410255,10.5,9.5,74.525459
2,47.007847,,68.503937,8,,,
5,47.007847,,68.110237,6.25,10.5,,
3,52.992115,72.834625,76.771652,8.5714283,10.5,12.5,71.981346
3,50.984219,72.047241,72.834648,11.4,9.5,10.5,69.058495
2,50.984219,68.503929,73.228348,12.972973,10.5,11.5,70.13382
3,52.007839,,71.653542,6.8923073,9.5,9.5,
17,49.015743,,70.078743,7,6,11.5,
3,49.015743,69.291313,72.834648,4.6315789,11.5,11.5,69.324539
3,45.984222,,69.685036,5.4605265,9.5,9.5,
4,49.015743,,70.078743,5.8378377,,,
5,49.015743,,68.503937,6,9.5,9.5,
8,47.992119,,68.897636,8.8000002,9.5,13.5,
8,47.992119,,67.716537,11.2,9.5,13.5,
3,47.007847,66.929123,70.472443,8.75,9.5,9.5,70.689278
3,49.999981,,72.834648,7.4594593,,,
3,49.999981,68.503929,69.685036,17.142857,13.5,9.5,69.294617
3,44.999985,61.023594,65.354332,4.6118917,10.5,9.5,56.238392
5,45.984222,,67.322838,5.0302701,10.5,10.5,
4,47.007847,62.992104,68.897636,5.8378377,10.5,11.5,64.804893
3,,60.629921,68.503937,4.8947368,9.5,9.5,61.106304
3,52.007839,70.866112,72.047241,7.1428571,17,15,67.939522
3,52.007839,74.015717,74.015747,7.75,10.5,10.5,76.88121
4,47.007847,62.598392,67.716537,9.6000004,9.5,12.5,64.306351
6,44.999985,67.716507,70.078743,4.3200002,10.5,9.5,62.888077
7,42.992088,,63.779526,3.3181818,,,
5,,65.747993,69.291336,6.9476919,10.5,9.5,67.139824
5,50.984219,65.747993,70.472443,6.5504999,10.5,10.5,64.857674
5,,70.078728,72.440948,6.1403508,9.5,9.5,69.263031
4,49.015743,68.503929,69.291336,8.4210529,11.5,11.5,73.186554
4,47.992119,67.716507,70.078743,10.105263,10.5,10.5,66.199463
3,50.984219,72.047241,74.803146,7.1999998,9.5,9.5,67.463188
3,49.015743,66.929123,68.503937,3.75,9.5,9.5,63.385281
3,47.992119,68.503929,71.653542,14.222222,11.5,9.5,65.444527
2,45.984222,,66.535431,3.627907,,,
2,49.999981,69.68502,71.259842,7.6923075,9.5,9.5,68.805809
,49.015743,,68.110237,6.4989476,,,
3,52.007839,71.653534,72.440948,11.282051,9.5,9.5,76.588249
4,49.015743,68.897636,69.685036,4.375,9.5,8.5,70.423836
6,45.984222,64.960617,66.141731,6.5,9.5,9.5,66.597061
5,47.007847,68.897636,69.685036,13.043478,,,73.347145
3,49.015743,66.929123,68.503937,5,9.5,8.5,65.929497
8,47.007847,65.354324,67.322838,4.8888888,9.5,9.5,63.162029
3,47.992119,66.929123,70.078743,6.2307692,10.5,10.5,64.174721
4,50.984219,72.834625,73.228348,6.2857141,12.5,9.5,70.396477
,,,67.322838,6.6666665,10.5,9.5,
6,47.007847,65.747993,70.078743,7.3548388,9.5,9.5,64.966263
,,63.779522,65.354332,7.5999999,10.5,9.5,61.017029
5,,68.503929,69.291336,13.263158,10.5,19,69.613441
,47.007847,,72.440948,6.5789475,10.5,9.5,
,,,66.535431,5.1282053,,,
2,49.015743,67.716507,68.897636,8.75,9.5,10.5,64.480896
4,,57.873989,64.566933,4.4791665,9.5,9.5,59.188114
4,42.992088,62.992104,63.385826,3.2820513,,,63.257912
5,47.007847,67.716507,68.110237,6,10.5,9.5,67.499779
5,47.992119,59.842499,68.897636,7.6595745,9.5,10.5,59.808937
7,,66.929123,69.685036,4.2125001,9.5,9.5,65.441452
6,47.007847,64.960617,67.716537,7.1698112,10.5,9.5,65.746178
3,47.007847,64.960617,68.503937,5.185185,9.5,9.5,61.390923
2,,69.68502,71.653542,16.450001,9.5,9.5,65.629471
3,49.999981,67.716507,70.078743,4.6511626,10.5,10.5,70.59668
4,45.984222,67.716507,70.078743,13.142858,11.5,9.5,71.45797
2,44.999985,65.747993,68.897636,5.5138459,9.5,9.5,69.387444
5,45.984222,62.20472,68.503937,4.1666665,9.5,9.5,64.530563
5,47.007847,61.811012,68.503937,8.8421049,10.5,9.5,58.963428
4,52.007839,68.110222,70.472443,11.5,10.5,10.5,67.087173
3,49.999981,69.68502,71.653542,14.545455,9.5,9.5,68.624603
4,47.992119,68.110222,70.866142,4.6153846,9.5,9.5,69.11673
,49.015743,64.173195,71.259842,3.9024391,,,61.668709
4,49.999981,70.866112,70.866142,6,9.5,9.5,73.122536
6,47.007847,67.3228,68.897636,3.974359,9.5,9.5,71.629707
3,49.015743,,70.866142,15.111111,11.5,11.5,
8,44.999985,63.385815,65.748032,5.108108,9.5,9.5,58.99897
5,47.992119,67.3228,70.472443,11.055,9.5,11.5,68.734283
,44.015713,61.811012,64.173225,8.0432434,9.5,9.5,59.859573
2,49.015743,70.472443,72.047241,11.2,9.5,9.5,73.851936
3,49.999981,70.866112,71.259842,6.4000001,9.5,9.5,74.554703
4,49.015743,,71.259842,10.833333,9.5,10.5,
,,69.291313,70.472443,4.6666665,,,71.727707
5,49.015743,,71.653542,4.680851,9.5,11.5,
2,47.992119,64.173195,69.291336,6.0750003,,,67.028694
9,47.007847,61.811012,67.322838,4.6153846,9.5,9.5,62.923248
,47.992119,67.3228,70.078743,5.7726316,,,71.069786
3,45.984222,65.354324,69.685036,7.6500001,9.5,9.5,67.830368
4,49.999981,67.716507,71.259842,5,9.5,9.5,65.522392
6,49.015743,68.897636,69.291336,5,9.5,9.5,73.64653
2,47.992119,67.716507,72.047241,4.0475674,9.5,9.5,67.565231
4,47.007847,66.141708,68.897636,6.3249998,9.5,9.5,67.565636
8,47.992119,64.960617,68.110237,7.0833335,10.5,11.5,68.462326
7,45.984222,60.629921,68.503937,5.1282053,9.5,9.5,62.733559
9,49.015743,70.078728,71.653542,8.9473686,9.5,9.5,68.306656
5,49.015743,68.503929,68.503937,7.4324327,9.5,9.5,69.082382
3,47.007847,67.3228,69.291336,9.0810814,11.5,10.5,70.748627
3,44.015713,58.661407,64.173225,.40000001,,,59.636463
4,47.007847,65.747993,67.716537,6.6666665,12.5,9.5,63.348343
5,47.992119,66.141708,72.047241,2.5799999,10.5,10.5,63.223133
5,45.984222,63.385815,67.322838,9.2307692,,,64.096222
6,49.999981,71.259819,72.834648,3.7948718,9.5,9.5,69.231064
6,47.007847,65.354324,69.685036,4.6702704,10.5,9.5,64.559837
7,48.031467,59.842499,66.141731,5.7142859,10.5,9.5,55.740311
,45.984222,64.566902,66.929131,6.8000002,10.5,9.5,69.039581
,44.999985,60.23621,64.566933,5.5555553,10.5,9.5,64.146614
6,47.007847,65.747993,66.929131,3.7674417,9.5,10.5,68.993675
,47.007847,65.354324,65.748032,8.3999996,11.5,10.5,65.636894
4,49.015743,67.716507,68.110237,4.1999998,9.5,11.5,71.328346
4,47.992119,72.047241,74.409447,4,10.5,9.5,73.493881
5,49.015743,67.3228,70.866142,1.3,9.5,9.5,67.613037
5,49.015743,67.716507,72.440948,5.0749998,9.5,9.5,71.832436
3,,,70.866142,9.6068001,,,
6,45.984222,,65.354332,10.526316,,,
,,,67.716537,5,10.5,10.5,
,,,64.960632,5.8974357,,,
5,47.007847,61.811012,70.866142,4.5,10.5,9.5,65.385513
6,42.992088,63.779522,64.566933,9.166667,11.5,9.5,59.607178
,45.984222,,67.716537,4.8000002,,,
,44.015713,62.992104,65.748032,76.199997,10.5,9.5,66.902481
5,49.015743,67.716507,74.803146,3,9.5,9.5,65.044312
,42.992088,62.598392,65.748032,5.1282053,9.5,10.5,62.885529
3,47.007847,,69.685036,8,,,
5,44.999985,62.20472,65.354332,6.2459998,9.5,9.5,67.045609
3,44.015713,,62.992126,3.8636363,9.5,9.5,
5,49.015743,68.110222,69.291336,8.7219515,10.5,10.5,70.686897
4,49.999981,68.110222,70.866142,7.5,10.5,9.5,71.78978
9,45.984222,64.173195,65.354332,8.8815794,9.5,9.5,63.429428
4,49.015743,66.535416,67.322838,9,10.5,11.5,64.363388
3,45.984222,59.842499,67.322838,10.285714,9.5,9.5,56.042316
4,,64.173195,70.078743,4.2857141,10.5,9.5,63.783073
6,47.007847,65.354324,69.291336,8,9.5,,69.542419
5,47.007847,65.747993,70.078743,7.870769,9.5,9.5,66.479393
8,,64.566902,68.110237,5.9076924,10.5,10.5,67.919685
2,45.984222,66.535416,68.503937,9.8378382,9.5,9.5,66.647621
